-0.150, -0.026, 0.998, -2, 8, -56, 
-0.150, -0.026, 0.998, -2, 8, -56, 
-0.150, -0.027, 0.997, -2, 8, -56, 
-0.151, -0.026, 0.998, -2, 8, -56, 
-0.150, -0.027, 0.997, -2, 8, -56, 
-0.150, -0.027, 0.995, -2, 8, -56, 
-0.150, -0.026, 0.997, -2, 8, -56, 
-0.150, -0.028, 0.997, -2, 8, -56, 
-0.151, -0.026, 0.997, -2, 8, -56, 
-0.150, -0.026, 0.996, -2, 8, -56, 
-0.151, -0.026, 0.994, -2, 8, -56, 
-0.151, -0.025, 0.999, -2, 8, -56, 
-0.149, -0.027, 0.997, -2, 8, -56, 
-0.151, -0.027, 0.995, -2, 8, -56, 
-0.150, -0.026, 0.999, -2, 8, -56, 
-0.150, -0.026, 0.997, -2, 8, -56, 
-0.149, -0.027, 0.998, -2, 8, -56, 
-0.150, -0.026, 0.998, -2, 8, -56, 
-0.150, -0.025, 0.995, -2, 8, -56, 
-0.150, -0.026, 0.995, -2, 8, -56, 
-0.151, -0.027, 0.998, -2, 8, -56, 
-0.152, -0.027, 0.996, -2, 8, -56, 
-0.151, -0.025, 0.998, -2, 8, -56, 
-0.152, -0.025, 0.996, -2, 8, -56, 
-0.149, -0.027, 0.997, -2, 8, -56, 
-0.149, -0.028, 0.997, -2, 8, -56, 
-0.151, -0.028, 0.996, -2, 8, -56, 
-0.149, -0.027, 0.997, -2, 8, -56, 
-0.150, -0.027, 0.998, -2, 8, -56, 
-0.150, -0.027, 0.998, -2, 8, -56, 
-0.149, -0.026, 0.998, -2, 8, -56, 
-0.150, -0.026, 0.999, -2, 8, -56, 
-0.150, -0.026, 0.996, -2, 8, -56, 
-0.150, -0.027, 0.997, -2, 8, -56, 
-0.150, -0.026, 0.999, -2, 8, -56, 
-0.150, -0.026, 0.994, -2, 8, -56, 
-0.151, -0.025, 0.998, -2, 8, -56, 
-0.151, -0.027, 0.999, -2, 8, -56, 
-0.149, -0.026, 0.997, -2, 8, -56, 
-0.150, -0.027, 0.998, -2, 8, -56, 
-0.152, -0.025, 0.997, -2, 8, -56, 
-0.150, -0.026, 0.996, -2, 8, -56, 
-0.151, -0.026, 1.000, -2, 8, -56, 
-0.150, -0.027, 0.997, -2, 8, -56, 
-0.149, -0.027, 0.998, -2, 8, -56, 
-0.149, -0.026, 0.996, -2, 8, -56, 
-0.150, -0.026, 0.996, -2, 8, -56, 
-0.149, -0.026, 0.997, -2, 8, -56, 
-0.150, -0.026, 0.999, -2, 8, -56, 
-0.151, -0.027, 0.998, -2, 8, -56, 
-0.149, -0.028, 0.994, -2, 8, -56, 
-0.151, -0.027, 1.000, -2, 8, -56, 
-0.150, -0.026, 0.999, -2, 8, -56, 
-0.148, -0.027, 0.998, -2, 8, -56, 
-0.150, -0.024, 0.996, -2, 8, -56, 
-0.150, -0.027, 0.999, -2, 8, -56, 
-0.149, -0.026, 0.999, -2, 8, -56, 
-0.150, -0.027, 0.996, -2, 8, -56, 
-0.148, -0.026, 0.997, -2, 8, -56, 
-0.150, -0.027, 0.997, -2, 8, -56, 
-0.150, -0.026, 0.998, -2, 8, -56, 
-0.150, -0.027, 0.997, -2, 8, -56, 
-0.151, -0.027, 0.998, -2, 8, -56, 
-0.150, -0.027, 0.999, -2, 8, -56, 
-0.150, -0.027, 0.998, -2, 8, -56, 
-0.150, -0.027, 0.997, -2, 8, -56, 
-0.151, -0.027, 0.994, -2, 8, -56, 
-0.150, -0.027, 0.997, -2, 8, -56, 
-0.151, -0.026, 1.000, -2, 8, -56, 
-0.151, -0.025, 0.998, -2, 8, -56, 
-0.151, -0.026, 0.997, -2, 8, -56, 
-0.151, -0.027, 0.998, -2, 8, -56, 
-0.150, -0.026, 0.997, -2, 8, -56, 
-0.152, -0.026, 0.998, -2, 8, -56, 
-0.152, -0.025, 1.000, -2, 8, -56, 
-0.151, -0.026, 0.995, -2, 8, -56, 
-0.149, -0.025, 0.996, -2, 8, -56, 
-0.150, -0.026, 0.995, -2, 8, -56, 
-0.151, -0.026, 0.997, -2, 8, -56, 
-0.149, -0.026, 0.996, -2, 8, -56, 
-0.151, -0.027, 0.999, -2, 8, -56, 
-0.151, -0.026, 0.996, -2, 8, -56, 
-0.149, -0.028, 0.994, -2, 8, -56, 
-0.151, -0.027, 0.999, -2, 8, -56, 
-0.150, -0.027, 0.996, -2, 8, -56, 
-0.150, -0.027, 0.996, -2, 8, -56, 
-0.149, -0.027, 0.995, -2, 8, -56, 
-0.150, -0.026, 0.996, -2, 8, -56, 
-0.151, -0.027, 0.997, -2, 8, -56, 
-0.151, -0.026, 0.997, -2, 8, -56, 
-0.150, -0.027, 0.998, -2, 8, -56, 
-0.149, -0.028, 0.999, -2, 8, -56, 
-0.149, -0.027, 0.998, -2, 8, -56, 
-0.150, -0.025, 0.998, -2, 8, -56, 
-0.151, -0.026, 0.997, -2, 8, -56, 
-0.150, -0.028, 0.996, -2, 8, -56, 
-0.150, -0.027, 0.996, -2, 8, -56, 
-0.149, -0.026, 1.000, -2, 8, -56, 
-0.151, -0.027, 0.998, -2, 8, -56, 
-0.150, -0.028, 0.999, -2, 8, -56, 
-0.150, -0.026, 1.000, -2, 8, -56, 
-0.148, -0.026, 0.997, -2, 8, -56, 
-0.149, -0.027, 0.997, -2, 8, -56, 
-0.150, -0.027, 0.996, -2, 8, -56, 
-0.150, -0.027, 0.996, -2, 8, -56, 
-0.150, -0.025, 0.997, -2, 8, -56, 
-0.151, -0.028, 0.998, -2, 8, -56, 
-0.150, -0.027, 0.996, -2, 8, -56, 
-0.151, -0.027, 0.995, -2, 8, -56, 
-0.149, -0.028, 0.997, -2, 8, -56, 
-0.150, -0.026, 0.995, -2, 8, -56, 
-0.150, -0.026, 0.996, -2, 8, -56, 
-0.152, -0.025, 0.999, -2, 8, -56, 
-0.149, -0.027, 0.995, -2, 8, -56, 
-0.150, -0.027, 0.998, -2, 8, -56, 
-0.150, -0.026, 0.996, -2, 8, -56, 
-0.149, -0.027, 0.997, -2, 8, -56, 
-0.150, -0.027, 0.998, -2, 8, -56, 
-0.149, -0.026, 0.996, -2, 8, -56, 
-0.149, -0.027, 0.997, -2, 8, -56, 
-0.150, -0.026, 0.996, -2, 8, -56, 
-0.151, -0.027, 0.997, -2, 8, -56, 
-0.152, -0.027, 0.998, -2, 8, -56, 
-0.150, -0.026, 0.995, -2, 8, -56, 
-0.151, -0.028, 0.997, -2, 8, -56, 
-0.149, -0.026, 0.997, -2, 8, -56, 
-0.151, -0.026, 0.996, -2, 8, -56, 
-0.151, -0.027, 0.996, -2, 8, -56, 
-0.150, -0.026, 0.996, -2, 8, -56, 
-0.152, -0.027, 0.995, -2, 8, -56, 
-0.151, -0.027, 0.995, -2, 8, -56, 
-0.151, -0.026, 0.995, -2, 8, -56, 
-0.150, -0.027, 0.998, -2, 8, -56, 
-0.151, -0.025, 0.996, -2, 8, -56, 
-0.152, -0.025, 0.996, -2, 8, -56, 
-0.151, -0.026, 0.997, -2, 8, -56, 
-0.150, -0.028, 0.995, -2, 8, -56, 
-0.151, -0.027, 0.997, -2, 8, -56, 
-0.150, -0.026, 0.995, -2, 8, -56, 
-0.151, -0.026, 0.998, -2, 8, -56, 
-0.149, -0.027, 0.999, -2, 8, -56, 
-0.150, -0.028, 0.997, -2, 8, -56, 
-0.149, -0.027, 0.997, -2, 8, -56, 
-0.152, -0.027, 0.997, -2, 8, -56, 
-0.149, -0.027, 0.998, -2, 8, -56, 
-0.152, -0.028, 0.995, -2, 8, -56, 
-0.149, -0.026, 0.999, -2, 8, -56, 
-0.151, -0.027, 0.996, -2, 8, -56, 
-0.150, -0.026, 0.997, -2, 8, -56, 
-0.149, -0.027, 0.997, -2, 8, -56, 
-0.150, -0.028, 0.997, -2, 8, -56, 
-0.150, -0.027, 0.996, -2, 8, -56, 
-0.150, -0.028, 0.997, -2, 8, -56, 
-0.151, -0.028, 0.996, -2, 8, -56, 
-0.150, -0.027, 0.997, -2, 8, -56, 
-0.151, -0.027, 0.998, -2, 8, -56, 
-0.150, -0.027, 0.997, -2, 8, -56, 
-0.150, -0.027, 0.997, -2, 8, -56, 
-0.150, -0.027, 0.995, -2, 8, -56, 
-0.151, -0.026, 0.999, -2, 8, -56, 
-0.149, -0.026, 0.996, -2, 8, -56, 
-0.150, -0.028, 0.998, -2, 8, -56, 
-0.151, -0.026, 0.998, -2, 8, -56, 
-0.150, -0.028, 0.997, -2, 8, -56, 
-0.151, -0.025, 0.998, -2, 8, -56, 
-0.151, -0.027, 0.997, -2, 8, -56, 
-0.152, -0.026, 0.997, -2, 8, -56, 
-0.150, -0.026, 0.996, -2, 8, -56, 
-0.151, -0.026, 0.997, -2, 8, -56, 
-0.151, -0.025, 0.998, -2, 8, -56, 
-0.150, -0.027, 0.996, -2, 8, -56, 
-0.149, -0.026, 0.996, -2, 8, -56, 
-0.151, -0.026, 0.997, -2, 8, -56, 
-0.151, -0.029, 0.998, -2, 8, -56, 
-0.149, -0.027, 0.996, -2, 8, -56, 
-0.149, -0.028, 0.997, -2, 8, -56, 
-0.151, -0.028, 0.998, -2, 8, -56, 
-0.149, -0.026, 0.996, -2, 8, -56, 
-0.151, -0.027, 0.997, -2, 8, -56, 
-0.152, -0.026, 0.997, -2, 8, -56, 
-0.151, -0.027, 0.998, -2, 8, -56, 
-0.150, -0.026, 0.997, -2, 8, -56, 
-0.150, -0.027, 0.997, -2, 8, -56, 
-0.149, -0.028, 0.998, -2, 8, -56, 
-0.150, -0.026, 0.998, -2, 8, -56, 
-0.151, -0.027, 0.997, -2, 8, -56, 
-0.151, -0.027, 1.000, -2, 8, -56, 
-0.150, -0.027, 1.000, -2, 8, -56, 
-0.151, -0.027, 0.995, -2, 8, -56, 
-0.150, -0.027, 0.997, -2, 8, -56, 
-0.149, -0.027, 0.999, -2, 8, -56, 
-0.150, -0.025, 0.997, -2, 8, -56, 
-0.151, -0.028, 0.995, -2, 8, -56, 
-0.150, -0.028, 0.998, -2, 8, -56, 
-0.150, -0.026, 0.996, -2, 8, -56, 
-0.150, -0.027, 0.997, -2, 8, -56, 
-0.151, -0.026, 0.997, -2, 8, -56, 
-0.149, -0.026, 0.997, -2, 8, -56, 
-0.150, -0.027, 0.998, -2, 8, -56, 
-0.150, -0.027, 0.996, -2, 8, -56, 
-0.151, -0.027, 0.996, -2, 8, -56, 
-0.150, -0.027, 0.998, -2, 8, -56, 
-0.149, -0.026, 0.995, -2, 8, -56, 
